planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Pasir Ris,Loyang East,recreation,10,3.8,1,0,2,0,1,0,0,0,2,0,0,0,"Came here for a toastmasters meeting. Great facilities and ambiance. It looks like an engaging and well operated community Center. || Thank you Veronica for helping me to settle the Singpass matters. Also Karen too for your help re the SG seniors vouchers. These are 2 beautiful, kind n patient souls! || Has a sheltered basketball court that is used for everything except basketball. Ring is missing on one side of the court. Had so much potential as one of the only few sheltered bas...",1,2,1,0,2,0
Pasir Ris,Loyang East,nature,10,4.8,7,0,1,2,1,0,0,0,4,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",7,-1,1,0,4,0
Pasir Ris,Loyang West,education,10,4.3,2,2,1,0,2,0,3,0,1,0,0,0,"My son has been at Kinderland since his infant care days, and now he's moving to N1 next year. The principal is incredibly responsive, and the teachers are attentive and nurturing,... || There is a special Childcare Centre - Loyang Point Kinderland Child Care Centre. ​From the outside, you might not see it, but inside this centre is a place bursting with life, love... || My child loves going to this preschool! The teachers are so caring and friendly, and they make learning really fun. I can see how much confidence and joy my little one has gained s...",0,1,2,3,1,0
Pasir Ris,Loyang West,transport,10,3.9,1,0,1,1,4,0,0,1,4,0,0,0,"The newly opened Pasir Ris Bus Interchange is a great transport hub offering quick access to the mall and MRT station. It boasts excellent facilities and conveniences, including a ... || Fully air-conditioned bus interchange with shops, similar to Toa Payoh Bus Interchange. Lets dive in! Newly opened bus interchange in Pasir Ris connected to Pasir Ris Mall. This is... || New bus interchange fully air conditioned But still need to open the main link to mrt n interchange Current exit gate 3 is not ok if heavy rain or raining or sunny shelter is missi...",1,0,4,-1,4,0
Pasir Ris,Loyang West,food,10,3.8,1,0,1,0,1,0,0,0,0,0,1,2,"Many stalls are closed or not rented out.. those that stays open have pretty good standard and choice available. The hawker is airy and face a park, it’s windy and very serene in t... || Special mention to the gourmet mixed rice at level 1! Couple running the stall is very generous and nice, food is perfect for my palate (not too oily, spicy or salty)! Feels quite ... || Sad place. Every other stall is up for rent. Some of the stalls with great reviews didn’t survive. At 7.30pm on a Friday night, the place is empty except 1 or 2 stalls with good re...",1,1,1,0,0,-1
Pasir Ris,Loyang West,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Loyang West,recreation,10,4.1,0,0,0,3,0,0,0,0,2,0,0,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",0,-3,0,0,2,0
Pasir Ris,Loyang West,nature,10,4.7,5,0,0,0,1,0,1,0,5,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",5,0,1,1,5,0
Pasir Ris,Pasir Ris Central,education,10,4.3,2,2,2,0,2,0,0,0,1,0,0,0,"My son recently joined the centre, and I am so glad to see how much he enjoys his time there! Initially, he was very resistant to the idea of attending a student care centre and pr... || highly recommend MindSpace at Pasir Ris! The learning environment is wonderful—bright, clean, spacious, and highly conducive to focusing. What truly sets this center apart, though,... || Many parents, including myself, may initially be skeptical about the value MindSpace can provide given its high school fees. I too had reservations, especially considering that the...",0,2,2,0,1,0
Pasir Ris,Pasir Ris Central,transport,10,4.3,2,0,2,0,4,0,0,1,4,0,1,0,"Luckin coffee located at - Pasir Ris MALL service consider fast at pasir ris mall and they need to work on service oriented as they don't really smile. Super love their iced coconu... || Pretty impressed with Pasir Ris Mall! It is modern, well-designed, and easy to navigate. There’s a wide variety of restaurants and eateries to satisfy everyone’s tastes. Kids will ... || A new mall that sits next door to White Sands . It is basically an expansion , to serve the growing residents in new Pasir Ris estate. Most of the essential home needs are located ...",2,2,4,-1,4,1
Pasir Ris,Pasir Ris Central,food,10,4.3,1,0,1,1,1,0,0,0,0,0,2,1,"Many stalls are closed or not rented out.. those that stays open have pretty good standard and choice available. The hawker is airy and face a park, it’s windy and very serene in t... || Special mention to the gourmet mixed rice at level 1! Couple running the stall is very generous and nice, food is perfect for my palate (not too oily, spicy or salty)! Feels quite ... || Sad place. Every other stall is up for rent. Some of the stalls with great reviews didn’t survive. At 7.30pm on a Friday night, the place is empty except 1 or 2 stalls with good re...",1,0,1,0,0,1
Pasir Ris,Pasir Ris Central,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Pasir Ris Central,recreation,10,3.2,0,0,0,1,0,1,0,0,0,0,1,0,"The space is not well plan. The table tennis area is very hot. They need to have renovation to bring the live back. It is unhealthy to let people want to play sport to enter to thi... || Re – Pasir Ris Sports Centre Like? - facilities – { thumbs up ! } ActiveSG App - lots of features – bookings, etc. - but, but This pic was on Monday 12 Jan2026. With no similar ann... || Horribly maintained gymnasium. Small and dusty/dirty. Air conditioning mostly spoilt, using air blowers to regulate air, giving off a very musty/sweaty/dusty/stuffy environment. Fe...",0,-1,-1,0,0,1
Pasir Ris,Pasir Ris Central,nature,10,4.5,7,0,0,0,0,0,0,0,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",7,0,0,0,6,0
Pasir Ris,Pasir Ris Drive,education,10,4.3,2,2,2,0,2,0,0,0,1,0,0,0,"My son recently joined the centre, and I am so glad to see how much he enjoys his time there! Initially, he was very resistant to the idea of attending a student care centre and pr... || highly recommend MindSpace at Pasir Ris! The learning environment is wonderful—bright, clean, spacious, and highly conducive to focusing. What truly sets this center apart, though,... || Many parents, including myself, may initially be skeptical about the value MindSpace can provide given its high school fees. I too had reservations, especially considering that the...",0,2,2,0,1,0
Pasir Ris,Pasir Ris Drive,transport,10,3.9,1,0,1,1,4,0,0,1,4,0,0,0,"The newly opened Pasir Ris Bus Interchange is a great transport hub offering quick access to the mall and MRT station. It boasts excellent facilities and conveniences, including a ... || Fully air-conditioned bus interchange with shops, similar to Toa Payoh Bus Interchange. Lets dive in! Newly opened bus interchange in Pasir Ris connected to Pasir Ris Mall. This is... || New bus interchange fully air conditioned But still need to open the main link to mrt n interchange Current exit gate 3 is not ok if heavy rain or raining or sunny shelter is missi...",1,0,4,-1,4,0
Pasir Ris,Pasir Ris Drive,food,10,4.3,1,0,1,1,1,0,0,0,0,0,2,1,"Many stalls are closed or not rented out.. those that stays open have pretty good standard and choice available. The hawker is airy and face a park, it’s windy and very serene in t... || Special mention to the gourmet mixed rice at level 1! Couple running the stall is very generous and nice, food is perfect for my palate (not too oily, spicy or salty)! Feels quite ... || Sad place. Every other stall is up for rent. Some of the stalls with great reviews didn’t survive. At 7.30pm on a Friday night, the place is empty except 1 or 2 stalls with good re...",1,0,1,0,0,1
Pasir Ris,Pasir Ris Drive,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Pasir Ris Drive,recreation,10,3.2,0,0,0,1,0,1,0,0,0,0,1,0,"The space is not well plan. The table tennis area is very hot. They need to have renovation to bring the live back. It is unhealthy to let people want to play sport to enter to thi... || Re – Pasir Ris Sports Centre Like? - facilities – { thumbs up ! } ActiveSG App - lots of features – bookings, etc. - but, but This pic was on Monday 12 Jan2026. With no similar ann... || Horribly maintained gymnasium. Small and dusty/dirty. Air conditioning mostly spoilt, using air blowers to regulate air, giving off a very musty/sweaty/dusty/stuffy environment. Fe...",0,-1,-1,0,0,1
Pasir Ris,Pasir Ris Drive,nature,10,4.5,7,0,0,0,0,0,0,0,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",7,0,0,0,6,0
Pasir Ris,Pasir Ris Park,education,10,4.3,2,2,2,0,2,0,0,0,1,0,0,0,"My son recently joined the centre, and I am so glad to see how much he enjoys his time there! Initially, he was very resistant to the idea of attending a student care centre and pr... || highly recommend MindSpace at Pasir Ris! The learning environment is wonderful—bright, clean, spacious, and highly conducive to focusing. What truly sets this center apart, though,... || Many parents, including myself, may initially be skeptical about the value MindSpace can provide given its high school fees. I too had reservations, especially considering that the...",0,2,2,0,1,0
Pasir Ris,Pasir Ris Park,transport,10,4.5,3,0,1,0,4,0,0,1,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",3,1,4,-1,6,0
Pasir Ris,Pasir Ris Park,food,10,4.3,1,0,1,1,1,0,0,0,0,0,2,1,"Many stalls are closed or not rented out.. those that stays open have pretty good standard and choice available. The hawker is airy and face a park, it’s windy and very serene in t... || Special mention to the gourmet mixed rice at level 1! Couple running the stall is very generous and nice, food is perfect for my palate (not too oily, spicy or salty)! Feels quite ... || Sad place. Every other stall is up for rent. Some of the stalls with great reviews didn’t survive. At 7.30pm on a Friday night, the place is empty except 1 or 2 stalls with good re...",1,0,1,0,0,1
Pasir Ris,Pasir Ris Park,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Pasir Ris Park,recreation,10,4.1,0,0,0,3,0,0,0,0,2,0,0,0,"Came here for a toastmasters meeting. Great facilities and ambiance. It looks like an engaging and well operated community Center. || Thank you Veronica for helping me to settle the Singpass matters. Also Karen too for your help re the SG seniors vouchers. These are 2 beautiful, kind n patient souls! || Has a sheltered basketball court that is used for everything except basketball. Ring is missing on one side of the court. Had so much potential as one of the only few sheltered bas...",0,-3,0,0,2,0
Pasir Ris,Pasir Ris Park,nature,10,4.5,7,0,0,0,0,0,0,0,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",7,0,0,0,6,0
Pasir Ris,Pasir Ris Wafer Fab Park,education,10,4.3,2,2,2,0,2,0,0,0,1,0,0,0,"My son recently joined the centre, and I am so glad to see how much he enjoys his time there! Initially, he was very resistant to the idea of attending a student care centre and pr... || highly recommend MindSpace at Pasir Ris! The learning environment is wonderful—bright, clean, spacious, and highly conducive to focusing. What truly sets this center apart, though,... || Many parents, including myself, may initially be skeptical about the value MindSpace can provide given its high school fees. I too had reservations, especially considering that the...",0,2,2,0,1,0
Pasir Ris,Pasir Ris Wafer Fab Park,transport,10,4.5,3,0,1,0,4,0,0,1,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",3,1,4,-1,6,0
Pasir Ris,Pasir Ris Wafer Fab Park,food,10,4.3,0,3,1,4,5,0,0,0,2,0,2,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-3,-3,5,0,2,2
Pasir Ris,Pasir Ris Wafer Fab Park,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Pasir Ris Wafer Fab Park,recreation,10,4.2,0,0,0,4,0,0,0,0,2,0,1,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",0,-4,0,0,2,1
Pasir Ris,Pasir Ris Wafer Fab Park,nature,10,4.7,7,0,0,3,0,0,0,0,5,0,0,0,"Quiet, underrated gem in the northeast. Punggol Park has a really chill vibe, especially around the big lake in the middle. Great for evening walks, light jogs, or just sitting dow... || If u are in Hougang / Sengkang area, and wanted a park to stroll or exercise. Try this Punggol Park. Pls note that although it called Punggol Park, it’s actually in end of upper Se... || Actually, It's a Nice and quiet park with a running loop around a pond.The park with a lot of place to rest chair benches. It's shady with huge trees and bird chirping. The place i...",7,-3,0,0,5,0
Pasir Ris,Pasir Ris West,education,10,4.3,2,2,2,0,2,0,0,0,1,0,0,0,"My son recently joined the centre, and I am so glad to see how much he enjoys his time there! Initially, he was very resistant to the idea of attending a student care centre and pr... || highly recommend MindSpace at Pasir Ris! The learning environment is wonderful—bright, clean, spacious, and highly conducive to focusing. What truly sets this center apart, though,... || Many parents, including myself, may initially be skeptical about the value MindSpace can provide given its high school fees. I too had reservations, especially considering that the...",0,2,2,0,1,0
Pasir Ris,Pasir Ris West,transport,10,4.6,1,0,1,1,6,0,0,1,3,0,0,0,"Pasir Panjang Mrt Rating 4.8 Today Sylvia Ang known as Ang Lay Kheng took the Pasir Panjang Mrt Circle line to Serangoon North MRT. The control station was well maintained. The sta... || Very convenient to go walking up Canopy walk, Hot Park and Reflection at Chandu and surrounding nature. || Nice station which is close to a mall making it convinient for people to go to buy food or just shop around. Mrt station is close to a hawker centre making it convinces for user of...",1,0,6,-1,3,0
Pasir Ris,Pasir Ris West,food,10,4.3,1,0,1,1,1,0,0,0,0,0,2,1,"Many stalls are closed or not rented out.. those that stays open have pretty good standard and choice available. The hawker is airy and face a park, it’s windy and very serene in t... || Special mention to the gourmet mixed rice at level 1! Couple running the stall is very generous and nice, food is perfect for my palate (not too oily, spicy or salty)! Feels quite ... || Sad place. Every other stall is up for rent. Some of the stalls with great reviews didn’t survive. At 7.30pm on a Friday night, the place is empty except 1 or 2 stalls with good re...",1,0,1,0,0,1
Pasir Ris,Pasir Ris West,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Pasir Ris West,recreation,10,4.1,0,0,0,3,0,0,0,0,2,0,0,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",0,-3,0,0,2,0
Pasir Ris,Pasir Ris West,nature,10,4.5,5,0,0,0,0,0,0,0,4,0,0,0,"The park itself is fine if you don't intend to go onto the other side of the waterway because the number of bridges linking the two sides are few and far apart. I am not sure why i... || Great place for a family walk. Quite a lot of wildlife and nature you can spot here if you look closely. || Nature's serenity and wonder, 😜 if you don't mind just a quiet morning walk or family walk ☺️🍀😎💕👍🏽🌈",5,0,0,0,4,0
