planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Tampines,Tampines North,nature,10,4.7,2,0,2,1,3,0,1,2,4,0,0,0,"Nice shade for morning walks. I am always scared of walking in the Sun and I can’t go walking very as well. Hence it’s a great find for walking even when it’s not too early. I also... || Sun Plaza Park seems small from the outside, but it’s surprisingly big when you entered. It’s tranquil with children playing at the sandy playground and seniors chilling and relaxi... || 🌳Sun Plaza Park is a neighbourhood park located at Tampines Ave 7 and Ave 9, in Tampines town. 😜Nothing got to do with Sun Plaza at Sembawang. Haha.. 🌿🫄It's a green lung where resi...",2,1,3,-1,4,0
Tampines,Tampines West,education,10,4.8,4,0,1,8,3,0,0,0,3,0,0,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",4,-7,3,0,3,0
Tampines,Tampines West,transport,10,4.1,0,0,0,3,3,1,0,0,2,1,0,0,"Tampines MRT Station (EW2/DT32) is a major, highly integrated transit hub that serves as the primary gateway to Singapore’s bustling East. Combining an elevated station on the East... || Nice and clean station, very busy all the time. Use for daily commute to work. Also an interchange to connect to other train line and bus services. Took the train early this mornin... || This station is the ultimate example of urban connectivity. It's a big intersection where the Downtown Line (DTL/Blue) and the East-West Line (EWL/Green) meet up, making it the bes...",0,-3,2,0,1,0
Tampines,Tampines West,food,10,4.3,0,0,0,0,0,0,0,0,0,0,0,1,"Pancake quality: Freshly made at the right texture, not too dry nor hard. Price: Reasonable. Store Cleanliness: Good. Staff: Helpful, patience and attentive. Tried & Recommend: - R... || My first time buying from this outlet. I go for Munchi Red Bean instead of the traditional one called Ming Jiang Kueh. This round piece of Munchi is generously filled with red bean... || I visited this stall today and bought some min jiang kueh. The display food items looked yummy and tasty. The staffs were friendly and nice. Overall, a great experience.",0,0,0,0,0,-1
Tampines,Tampines West,shopping,10,4.9,0,0,0,5,2,0,0,0,7,0,1,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",0,-5,2,0,7,1
Tampines,Tampines West,recreation,10,4.2,0,0,0,3,0,0,0,0,2,0,0,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",0,-3,0,0,2,0
Tampines,Tampines West,nature,10,4.5,5,0,3,2,3,0,0,0,1,0,0,0,"Beautiful park in the middle of housing estate in Sengkang. Opened area with plenty of space for outdoor activities and picnics. There is a Tenderbest restaurant nearby. Clean and ... || Love this park. Scenic. Bridges. Ponds. Chickens. Parrots. After a jog/walk, hop in to Tenderbest for a cuppa. Bliss. || Big open space. Terrapins roam free (don't feel, I guess and be careful of where you step). Also monitor lizards. Peaceful, air is so clean and fresh. Love the views and the vibes....",5,1,3,0,1,0
Tampines,Xilin,education,10,4.8,4,0,1,8,3,0,0,0,3,0,0,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",4,-7,3,0,3,0
Tampines,Xilin,transport,10,4.1,0,0,0,3,3,1,0,0,2,1,0,0,"Tampines MRT Station (EW2/DT32) is a major, highly integrated transit hub that serves as the primary gateway to Singapore’s bustling East. Combining an elevated station on the East... || Nice and clean station, very busy all the time. Use for daily commute to work. Also an interchange to connect to other train line and bus services. Took the train early this mornin... || This station is the ultimate example of urban connectivity. It's a big intersection where the Downtown Line (DTL/Blue) and the East-West Line (EWL/Green) meet up, making it the bes...",0,-3,2,0,1,0
Tampines,Xilin,food,10,4.8,1,3,0,7,0,0,0,0,0,0,3,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-7,0,0,0,3
Tampines,Xilin,shopping,10,4.7,0,0,0,3,0,0,0,0,7,0,1,1,"Bedok Mall is well located beside Bedok MRT, Bedok Bus Interchange and the famous Bedok Interchange Hawker Center. Many commuters usually like to drop by the Bedok Mall for essenti... || It's a huge mall with many varieties of shops. It's crowded and lively! It's located just beside Bedok MRT station. Recommended! || Very biggest mall BEDOK interchange and BEDOK MRT are in this place Nice logo design which is attractive Good to have evening time You can play corndor nearby. You can find the pic...",0,-3,0,0,7,0
Tampines,Xilin,recreation,10,4.8,0,0,0,3,0,0,0,0,2,0,0,0,"Great pool with indoor and outdoor options. You could even swim when there is lightning alert. Indoor pool is cool and water is not salty. Toilet is a little run down but it’s ok. || A nice beautiful place ... There is a library... Foods ... Places to sit n relax ... Movie screen to watch movies... 😉 Bedok polyclinic...there is a library inside bedok hub...ther... || This is a large swimming complex and great for kids on the 5th floor. There are 3 pools. One for small kiddies, one intermediate and one advanced. Pool is not heated but good for w...",0,-3,0,0,2,0
Tampines,Xilin,nature,10,4.9,10,0,2,3,1,0,0,0,0,0,0,0,"I visited here for a morning walk. The park is quite large, so you'll definitely work up a sweat walking around. I highly recommend bringing a water bottle. It's full of nature, an... || Relaxing spot, perfect for a nature retreat while in the city. A lot less crowded than you'd expect, considering it's central spot. It's a collection of spots really, rather than a... || This is a quiet green park in Singapore. Looks like an old park with lot of greenery. It's clam, quiet and with lot of shade its ideal for a relaxing time. The famous Fort canning ...",10,-1,1,0,0,0
