planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Jurong West,Chin Bee,recreation,40,4.475,1,0,4,1,10,1,2,1,7,0,2,0,"Decided to go to BFT Taman Jurong for a trial because I was contemplating on switching gyms for convenience sake with regards to distance from home and my work schedule. The coache... || I’d give this place 10 🌟 if i could!!! Even after a long day at work, I still look forward to coming to the gym because I somehow always leave feeling more energized afterwards. Th... || Really glad I signed up for this! It’s the first place that makes exercising such a sustainable routine for me and I think it’s largely due to the fun and interesting workouts and ...",1,3,9,1,7,2
Jurong West,Chin Bee,nature,26,4.692,19,0,2,0,4,0,0,0,6,0,0,0,"A great place to workout in jogging and exercising. Convenienly provided with a toilet (male & female) and there is a bus stop( bus 178) just below the staircase ,which will bring ... || Taman Jurong Greens Park, nestled in the heart of Taman Jurong, is a true hidden gem that has stood the test of time. Known for its classic, old-school charm, this park offers a re... || Quiet and nice park, provides hanging poles for birds. A jurong heritage trail site, site for 1st national service camp. Now a fitness park, playground for kids with a corner for f...",19,2,4,0,6,0
Jurong West,Hong Kah,education,45,4.733,0,0,0,1,1,0,1,0,4,0,1,1,"My daughter Lohita is studying in this pre school from k1. Education is very good. Friendly teacher’s especially teacher Theeba and teacher Rara. I see big difference from my daugh... || Enrolling my child at the Morning Glory Learning Hub has been one of the best decisions I’ve made for my child’s education. The supportive environment and dedicated staff have help... || I wanted to share my sincerest thanks to the Principal. My Son joined Morning Glory Preschool in Feb 2020, he is so happy to go to school and learn happily. He loves his school Tea...",0,-1,1,1,4,0
Jurong West,Hong Kah,transport,9,4.333,0,0,1,0,2,0,0,0,4,0,0,0,"Clean n spacious, v sparse. Basic amenities - water cooler, toilets, mama shop n staff canteen available. Accessibility will improve after d construction nearby is done up. || Jurong Town Hall Bus Interchange is a small but convenient interchange that connects residents and office workers to nearby areas. The layout is straightforward, with clear signboa... || New interchange is big and airy. Causeway terminal is right at the back. Did not know the CW moved from vision exchanged bus bay. Walked a while big round outside. Should have back...",0,1,2,0,4,0
Jurong West,Hong Kah,food,15,4.333,0,0,0,4,1,0,0,0,0,0,3,0,"Really enjoyed the Steamed fish sets from Toto Fish! A good variety to suit your palate, with choice of fish head or tail portion. I prefer the latter as there are less bones.. Fre... || Food is GOOD ! Ive tried the curry mee.. the teochew porridge, huazai roasted, 给面子 and also the Ipoh 面.. almost all the stalls. My FAVOURITE would be 川之味though ! They have mala and... || Watch out for the malaysian girl serving drinks in the morning at the counter as you order. Wears a specs and stands out very easily. She talks to you as if you owe her money. Spok...",0,-4,1,0,0,3
Jurong West,Hong Kah,shopping,10,2.8,0,0,0,1,1,1,0,0,0,0,0,0,Not even 1 star I am writing to express my disappointment with the cashier service today. The cashier was rushing while scanning my groceries despite a long queue and did not prope... || A good 24/7 neighbourhood grocery shop that caters to the community around Jurong Central. || Good Price and good items,0,-1,0,0,0,0
Jurong West,Hong Kah,recreation,25,4.36,3,1,1,2,7,0,1,0,10,0,1,0,"A very equipped and comfortable gym for beginners and the advanced practioners. Conveniently located near bus stops- accissible from Jurong West Ave 1 and JW Street 42. The instruc... || Been going to Anytime Fitness Jurong West for some time now and honestly, it’s been a really good experience. The place is always quite clean and the equipment is well taken care o... || Super amazing location. The staff especially auni is always welcoming and cheerful. She is always very enthusiastic and passionate with her work. Always answering my questions. Alw...",2,-1,7,1,10,1
Jurong West,Hong Kah,nature,10,4.6,3,0,0,0,0,0,0,0,2,0,0,0,"Hindhede Nature Park is one of Singapore’s hidden gems for anyone looking to enjoy nature without committing to a long or strenuous hike. Despite its relatively small size, the par... || It seems this is my favourite spot to hike and train myself for my next climb. The trail is like super easy so I do many repetitions. The place is nice. Plenty of wild snakes and m... || Nice and peaceful park with an easy walking trail. Great for a short stroll, and the quarry view is really nice.",3,0,0,0,2,0
Jurong West,Jurong West Central,education,35,4.171,1,1,0,0,2,1,6,1,1,0,0,0,"We had such a wonderful time at the Northwest Cluster’s Sports Day Carnival, organized by Kidz Meadow @ Woodlands! 🎉 The event was very well planned, fun-filled, and engaging for b... || Teacher Yanna and Cikgu Seri have made a wonderful impact on my child. Under their caring guidance, she has grown more confident and independent, especially in simple daily routine... || We honestly have nothing but good things to say about this childcare. The teachers and staff are all so warm, patient, and genuinely caring,you can really see how much they love an...",0,0,1,5,1,0
Jurong West,Jurong West Central,transport,6,3.167,0,0,1,0,1,0,0,0,1,1,0,0,"It is one of the larger size interchanges, however the layout is not the most convenient. Some of the buses which are going to the same directions or at the very two ends of the st... || New bus interchange, spacious and clean. Though it’s a slightly longer walk from MRT. But nicely sheltered. || This happened on the 19th of March at around 4.25pm, Jurong East Bus Interchange. I arrived at the interchange and saw on My Transport SG app indicating bus service 335 is arriving...",0,1,1,0,0,0
Jurong West,Jurong West Central,food,22,3.818,4,1,5,3,3,1,0,0,1,1,3,1,"There are lots of food options here with affordable price. I personally like the western food, Japanese food and mixed veg rice here. If you are first time here, recommend the west... || Found this very nice pan-fried pork bun @Xiangyu Pan-Fried Bun stall in the new Jurong West hawker center. Very hot & juicy inside. Nicer than xiao long bao. Place is very spacious... || One of my favourite hawker centers! The seating is spacious and the fans make it cool. The food is always delicious, authentic and there are some unique stalls that serve up someth...",3,2,2,0,0,2
Jurong West,Jurong West Central,shopping,10,1.9,0,0,0,1,0,0,0,0,0,0,1,0,"A very old-school mall with an open-air concept, literally filled with small shopfronts facing the front only. The building is three stories high, but the elevator on the third flo... || I’m writing this to warn everyone about a frustrating experience I just had at this shop located at pioneer mall. Please be careful before you buy anything here! The promoter at th... || Other than a well stocked Giant Supermarket on L3 and 4, this mall offers nothing else. It has a McD on the Ground Floor and Anytime Fitness on L3. Guess it fulfills the needs of J...",0,-1,0,0,0,1
Jurong West,Jurong West Central,recreation,12,3.917,0,0,0,2,3,0,0,0,1,0,0,0,"Dropped by for a quick workout at this decently big gym. Many cable stations. Considering that they are grey colour instead of black (precor or life fitness), this gym must’ve been... || Just discovered one of the biggest gyms in the west side of Singapore and I'm loving it! Anytime Fitness Gym at Jurong Point has a huge range of machines and equipment. Visited twi... || I have been having PT sessions with Darren for around a year and I have seen how my body has changed and grown stronger over this period. He is always pushing me to do better, whil...",0,-2,3,0,1,0
Jurong West,Jurong West Central,nature,5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,"Great place for exercise , briskwalk & getting your ample supply of oxygen & vitamin D on a sunny morning || Big place for kids but metal hot during afternoon || Nice place",0,0,0,0,0,0
Jurong West,Kian Teck,education,20,4.95,1,0,0,1,0,0,2,0,0,0,0,0,"Hi Ms Celine, Thank you for organising the phonics parent workshop. It was a very insightful, engaging, and well-structured session. I truly enjoyed the experience and found it ver... || My child joined little footprints in March and within a week she settled down with no crying and going in happily which shows that the teachers put in effort in engaging the childr... || My daughter joined Little Footprints Preschool in January 2025 and has been thriving ever since. She looks forward to school every day, which reflects the nurturing and engaging en...",1,-1,0,2,0,0
Jurong West,Kian Teck,transport,9,4.556,0,0,0,0,1,0,0,0,2,0,0,0,"Pioneer MRT Station (EW28) is an elevated station on the East-West Line (EWL). It is a key transport node for residents of Jurong West and a vital gateway for students and staff of... || 🚇 When you exit Pioneer MRT, you'll see a 7-Eleven right away. There's also a POSB ATM nearby. 🍜 There are various food shops around. Go downstairs and you'll find Kimly Coffeeshop... || I took mrt to work from pioneer stn. Recently they changed the direction of escalators. I believe it is to clear crowd. Not good. Please change it back asap. I have knees issue. Av...",0,0,1,0,2,0
Jurong West,Kian Teck,food,20,3.65,0,1,0,4,0,0,0,1,1,0,6,3,Nice place to have a good lunch. || Chinese economy rice and Indian food is good and reasonable pricing. || The food here very cheap n good portion too. They have 2 economical food stall (1 local n 1 China cuisine) and also 1 chicken n char siew n roasted meat stall selling chicken rice ...,-1,-4,0,-1,1,3
Jurong West,Kian Teck,shopping,16,3.688,0,0,0,0,0,0,0,0,0,0,0,0,Nice shop to bring the taste of indian aromas. Cashier Chandru and Arul handling the customer in very good manner and their conversation to the customers is very fantastic way. The... || All Way's rush || This my shopping place so I know deeply,0,0,0,0,0,0
Jurong West,Kian Teck,recreation,13,4.0,0,0,2,0,6,0,0,0,1,0,0,0,"Not sure whats the use of front desk people? On a saturday 22 nov at 11.40am, they just using phones literally 24/7 - only to turn doWn anyone Who cannot purchase passes cos their ... || DAY 2 UPDATE: 10/09/25 4:47pm Back in the gym today and there are MORE THAN 5 people with their water bottles not on the shelf. Staff present better wake up your ideas. Yesterday w... || Lots of gymrat taking all the benches/ machines for using phone for all day",0,2,6,0,1,0
Jurong West,Kian Teck,nature,27,4.148,12,0,0,0,6,1,3,0,3,0,0,0,"been a tenant at this dormitory for a few years now and I think if the management is as bad as what the reviews wrote, I don’t think my company will continue renewing the contract ... || We have had a very positive experience with Kian Teck Dormitory and would highly recommend it to other employers. The management team is extremely professional and always gives cle... || AVOID!!! If you're considering this dormitory for your workers, I strongly urge you to look elsewhere. The management and security staff are CONSISTENTLY rude, unhelpful, and infle...",12,0,5,3,3,0
Jurong West,Safti,education,30,4.633,3,0,4,0,4,0,2,1,3,1,0,0,"🌱 If you’re looking to enroll your child in a faith-based preschool, you’re definitely at the right place with Little Seeds Preschool (St Andrew's). I first discovered this school ... || My child enjoys going to school a lot. The teachers here are very responsible and caring. The curriculum is comprehensive and engaging, suited to the respective age group. They hav... || My son started attending this childcare centre when he was 18 months old, and now it’s been almost three years of watching him grow in a truly nurturing environment. I’m genuinely ...",3,4,4,1,2,0
Jurong West,Safti,transport,5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,"Found check point10, (SAFTI,) of Jurong heritage trail here",0,0,0,0,0,0
Jurong West,Safti,food,10,4.0,0,0,1,0,0,0,0,0,0,0,3,1,"Surprised by the variety of food options, complete with both Halal and non-halal options. Food is generally tasty and reaonable priced. Ample carparks (at a fee) for both vehicles ... || ​I decided to get the You Mian soup takeaway from Kah Toh Fook (家多福) for my daughter's lunch today. She gave it a huge thumbs-up, especially loved the generous amount of fried ikan... || Only had a drink here but there was quite a good selection of food.",0,1,0,0,0,2
Jurong West,Safti,shopping,15,3.733,0,0,0,0,1,0,0,0,8,0,1,0,"A neighborhood convenience store, strategically situated to meet local needs, offers easy access to a variety of fresh produce, microwavable items, and packaged foods, including to... || This is a very convenient 7-11 in the neighborhood, where residents can easily buy fast food, snacks, and daily essentials. With many children living nearby, it’s also a practical ... || Abit cluttered on the exterior of the store. Experience would be better if store personnel are more attentive",0,0,1,0,8,1
Jurong West,Safti,recreation,5,5.0,0,0,0,1,1,0,0,0,0,0,1,0,"I knew nothing about boxing, but my husband pushed me to join this gym since it has both gym and boxing classes. I tried a free lesson, then signed up for 6 months. After two weeks... || I started training at KOS in July 2025, and it has genuinely been a life-changing experience. Thanks to the intense and highly effective training sessions, I have lost 10kg and am ... || Had a great experience during the free boxing trial. The coaches were friendly, patient, and made beginners feel comfortable. The training was fun and energetic, and the environmen...",0,-1,1,0,0,1
Jurong West,Safti,nature,15,4.467,4,1,1,1,0,0,1,0,3,0,0,0,"Most amazing carpark u will ever drive into. Handsome guards, superb security system, air-conditioning, lots of parking space. || Park here when on SMIC or Swim || Rifle Range Nature Park is a great extension to the Bukit Timah nature area, offering a mix of easy trails, lush rainforest scenery, and interesting glimpses into Singapore’s natur...",3,0,0,1,3,0
Jurong West,Taman Jurong,education,10,5.0,1,0,0,0,0,0,0,0,0,0,0,0,"I would like to sincerely thank you for SWTJ - IFC team taking such wonderful care of my baby. Knowing that she is in a loving environment gives me great comfort and peace of mind ... || I would like to give feedback about Small Wonders Preschool (Taman Jurong). First of all, I would like to sincerely thank Ms. Sally, the Principal, for welcoming us like family int... || Choosing a preschool is all about trust, and Ms. Sally and her team have earned ours completely. Ms. Sally’s dedication to a growth-oriented curriculum is evident in how the childr...",1,0,0,0,0,0
Jurong West,Taman Jurong,transport,11,3.182,0,0,0,0,0,0,0,0,1,0,1,0,Bus stop located highway AYE. This bus station provides 4 buses for four places Bus no 30 boon lay interchange to bedok interchange Bus no 49 boonlay interchange to Jurong east int... || bus service number 49 operate on this stop || Bus Stop 21019,0,0,0,0,1,1
Jurong West,Taman Jurong,food,10,4.7,0,0,0,0,0,0,0,0,0,0,1,1,"This was not our first time dining here, and we have always found the food quite enjoyable. However, this visit was a disappointing experience. We ordered their signature pork bell... || Overall a nice place to chill and dine. Food wise, a good selection of western dishes to choose from. Personally, find the truffle fries and iberico pork good, and will recommend t... || Chanced upon this eatery. It has a good spread of appetizers, mains and beverages. We tried the battered fried shiitake mushrooms, mushroom soup, pan seared halibut and salmon serv...",0,0,0,0,0,0
Jurong West,Taman Jurong,shopping,20,3.9,0,0,1,5,1,0,0,0,3,0,2,0,"Taman Jurong Shopping Centre is one of those classic heartland malls that may not look fancy, but is incredibly practical and convenient for everyday life. It has a very old-school... || This place got everything household need. NTUC fair price at one stop. There is Kuofu here. David hair saloon just along 7/Eleven. Mac Donald 7 / Eleven. Coffee shop with fairly pr... || This shop that sell lots of Malaysian goodies is a must visit and my favourite. You will find thousands of Malaysian goodies from treats to household groceries that are popular in ...",0,-4,1,0,3,2
Jurong West,Taman Jurong,recreation,10,4.0,0,0,0,2,0,0,0,0,0,0,0,0,"A great neighbourhood gym that punches above its weight. Conveniently located beside the hawker centre and community centre, it’s very easy to fit a workout in before or after meal... || One of the worst places to go. Before joining, everything sounds great with all the sweet promises and sugar-coated words. But once you decide to stop your subscription, their true... || One of the worst places to go. Before joining, everything sounds great with all the sweet promises and sugar-coated words. But once you decide to stop your subscription, their true...",0,-2,0,0,0,0
Jurong West,Taman Jurong,nature,10,4.5,4,0,0,0,0,0,0,0,2,0,0,0,"Supposely to be a ""NO SMOKING"" zone at this park. But we came across smokers (especially students and teenagers) smoking around the Futsal and BBQ area. Nearby NPP police should pa... || Taman Jurong Greens is located in Taman Jurong and is one of Singapore's oldest residential areas. Now, other than HD. || My kids love to play the playground. And for those who love jogging that is a best place if u have a kids",4,0,0,0,2,0
Jurong West,Wenya,education,15,4.733,0,0,0,0,1,0,2,0,0,0,1,0,"My talent childcare is definetely a childcare of choice for pre-schoolers, its curriculum not only covers academically, but also social ,interacting and motor skills. My 3 kids wer... || My son has attended My Talent Childcare for 18 months . He absolutely loves the school and the staff. His teachers are a great encouragement and and the academic program is great. ... || My Talent has a good learning environment with a vast outdoor area that provides ample opportunities for kids to explore and have fun. The management team is very approachable and ...",0,0,1,2,0,1
Jurong West,Wenya,transport,6,4.5,0,0,0,1,2,0,0,0,4,0,1,0,"Lakeside at jurong this beautiful place || A convenient MRT Station serving the westsiders of Singapore. There are some eateries within the station including a Soya Bean joint and roast duck rice. Station is generally clean... || The closest station to NTU with the NTU campus rider bus directly to the campus. Also, there is a good hawker center nearby!",0,-1,2,0,4,1
Jurong West,Wenya,food,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong West,Wenya,shopping,24,3.583,0,0,0,2,0,0,0,1,4,0,3,1,"Prime Supermarket at St 91 is so convenient because it is 24 hours. Very friendly staff. It is always crowded so best to go before 6 a.m. The supermarket is much better after their... || Used to shop here as it is near, but the price is outrageous sometimes. And now, some items require you to take a photo of the barcode to get an additional discount, You have to sh... || Its a near by area to Prime super market you will get Fourt court, You can by Ccoking items, Vegetables, Meat, Non veg items....And lots of Stuff good and less expensive.....",0,-2,0,-1,4,2
Jurong West,Wenya,recreation,15,4.267,2,2,1,1,3,0,0,1,7,0,0,0,"Stepping into the Omni-Theatre at Science Centre Singapore felt like entering a completely different world. This isn’t your usual cinema — the massive dome screen and immersive sur... || Brought my kids here today. It was pleasant even though 20mins into the show, one fell asleep and the other one was looking forward to the “good part” as we were expecting a show a... || As part of SG60, there was a promotion to visit the science centre and the Omni theatre free. It was a bit confusing though as although the ticket listed this two places as free, y...",0,0,3,-1,7,0
Jurong West,Wenya,nature,10,4.6,2,0,0,0,3,0,2,0,6,0,0,0,"It is a lovely and relaxing spot, located close to Palawan Beach and easily accessible from Beach Station. There are convenient amenities nearby, including a 7-Eleven, making it ea... || We went just to see it by our own eyes. It was not something you will be amazed if. It was okay. The sand was imported from Australia. The activities looks okay. I think most local... || Very clean, handy free transport link options between beaches. Lots of activities and eateries. Easy access for those with poor mobility, pushchairs, etc Family friendly",2,0,3,2,6,0
Jurong West,Yunnan,education,28,4.107,1,1,1,1,4,0,1,0,2,0,0,0,"Transferring my child to this school was the best decision ever! She’s been at MapleBear Jurong West from Nursery all the way to K2 and we have absolutely no regrets.The school is ... || One thing we really like is that the school has its own kitchen and prepares fresh meals daily. It gives us peace of mind knowing what our child is eating. The teachers are caring ... || This school is more about babysitting than education. Although My kid stayed there short term, I found there’s no structured teaching or knowledge reinforcing system like other sch...",0,0,4,1,2,0
Jurong West,Yunnan,transport,10,3.4,0,0,0,1,1,0,0,0,2,0,0,0,"I frequent this bus stop as 179 is the only bus from Pioneer that enters NTU. The sign informs commuters of the bus services available at the bus stop 1. Code choice English is the... || ***257 doesn't exist*** Thank fully was able to reroute with Gmaps! +1 star for that, but still oh em gee || Bus 255 no longer stops here. Please update the information.",0,-1,1,0,2,0
Jurong West,Yunnan,food,14,3.571,3,0,0,0,0,0,0,0,0,0,4,2,"It was my first time trying out this brand of mala. Such a disappointment, I bought dry mala for take away but when I got home & try, the taste was soooo bland and tasteless. 👎 Was... || My fave halal mala spot finally reached JURONGGGGGG!!! I will always make my way to the first outlet at Jalan Kayu and it’s always been consistent. Staffs are always friendly and i... || Ordered from grab.. So happy to have another halal mala option in Jurong.Bought the dry mala.So much variety of ingredients to choose from. Previously i took the Hot spicy level wh...",3,0,0,0,0,2
Jurong West,Yunnan,shopping,15,4.4,1,0,0,0,2,0,0,0,1,0,0,0,"Multiple varieties of Indian Groceries and Fresh Vegetables, Good Housekeeping. Easy assesibility. Location at Blk 153, Jalan Teck Whye. || Good shop to find lots of Indian products at reasonable rates. Friendly staff and well maintained shop || Good Indian Vegetable Shop in Jurong West!!! AMMAN Vegetable Shop at Jurong West Street 91 Market is a very good place for fresh vegetables, especially for Indian groceries. The pr...",1,0,2,0,1,0
Jurong West,Yunnan,recreation,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong West,Yunnan,nature,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
