planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Choa Chu Kang,Choa Chu Kang North,recreation,10,4.6,0,0,2,0,4,0,0,0,2,0,0,0,"GoFit CCK is a clean and well-maintained gym with a great atmosphere that makes every workout enjoyable. The equipment is always in good condition, and the overall environment is w... || I’ve had a great experience training with PT Minnie at GOFIT Choa Chu Kang. Minnie is knowledgeable, patient, and encouraging. She takes her time to explain each exercise and ensur... || I've been training with my trainer (Minnie) for quite some time, and I couldn't be more grateful for her dedication. ❤️ A big thank you to my trainer Minnie for being such an incre...",0,2,4,0,2,0
Choa Chu Kang,Choa Chu Kang North,nature,20,4.55,14,2,1,0,1,0,2,0,2,0,0,0,"Located just next to Choa Chu Kang Way and opposite Kranji Camp. Has a ~300m walking/running track surrounding the perimeter of a hill. There are concrete paved walkways leading up... || 🌳Yew Tee Park is located at a corner of Choa Chu Kang North 6 and Choa Chu Kang Way. 🌿The hillside neighbourhood park is a green lung for the residents of Yew Tee and Choa Chu Kang... || We recently visited Yew Tee Park Playground on a sunny weekend afternoon, and it turned out to be a hidden gem for families—especially if you're out with a toddler and just looking...",12,1,1,2,2,0
Choa Chu Kang,Keat Hong,education,25,4.56,0,1,0,1,2,0,2,1,2,0,1,0,"We’ve had a very positive experience with this preschool. The teachers are caring, patient, and genuinely attentive to the children. From the beginning, they made the effort to und... || We feel so lucky to have our kids at Little Footprints Preschool @ Keat Hong 803. My son joined the school since N2 and is now already in Primary 6 — he had such a pleasant and hap... || On this special occasion of Teacher’s Day, we would like to express our heartfelt gratitude for the remarkable work you do each day. Your dedication to teaching and nurturing young...",-1,-1,2,1,2,1
Choa Chu Kang,Keat Hong,transport,5,3.8,1,0,0,1,1,0,0,0,2,0,0,0,"Keat Hong LRT Station (BP3) is a light rail station along the Bukit Panjang LRT (BPLRT). Located within the Choa Chu Kang estate, the station is overground and located at the junct... || LRT station BP3 from Bukit Panjang MRT LRT conveniently located at Choa Chu Kang Way next to Keat Hong Mirage complex with popular Hey Sugar icecream Shop walking distance to Palm ... || Train delayed second time within 2 weeks time. Announcement totally not clear, no display in text on the delay and the reason. No announce on website on the delay either. Hard to i...",1,-1,1,0,2,0
Choa Chu Kang,Keat Hong,food,15,4.4,0,0,0,0,0,0,0,0,0,0,1,0,"Happened to come across this home-based cafe on google maps and decided to give it a try. I got the vanilla latte & maple cinnamon latte and was super happy with both drinks. Parti... || Chanced upon this home cafe while searching for coffee and decided to give it a try — so glad I did. Made an order and it came in these really cute little bags, which was such a ni... || Ordered their Maple Cinnamon oat milk latte and thought it was quite a pleasant tasting drink. A bit on the sweet side, but you can request for less sweet. I like how it's one of t...",0,0,0,0,0,1
Choa Chu Kang,Keat Hong,shopping,20,2.65,0,0,0,0,0,1,0,0,3,1,0,0,"A classic heartland neighbourhood mall serving the daily needs of nearby residents. The Shopping Centre has a good mix of food options, including a renovated food centre, coffee sh... || Only managed to try the yong tau foo and braised duck. Seems like many of the original stores are gone. Quite windy but still hot in this June period. || This is truly as local a shopping centre as you can find. Within a small two storey building, there's a prime supermarket, a grocery store, several coffee shops, and stalls selling...",0,0,-1,0,2,0
Choa Chu Kang,Keat Hong,recreation,15,4.933,2,2,1,3,11,0,2,0,1,0,0,0,"This gym is easily the best in the area. The facility is always spotless, the equipment is top-tier, and there’s a great variety of machines so I never have to wait. What really se... || My safe place for the past year! Very clean, very nice and attentive staff, the equipments are up-to date and the showers are also neat and tidy! Thank you Uncle Hassan and Hafa fo... || Great experience at 24/7 Fitness Keat Hong CC. Range of equipments like Gym80, LifeFitness and Hammer Strength. Personal favourites will be the Cybex Hack Squat and the Gym80 Pendu...",0,-2,11,2,1,0
Choa Chu Kang,Keat Hong,nature,16,4.375,5,1,0,0,0,0,0,0,3,0,1,0,"Nice Park. Breezy. But a bit run down. || Neighbourhood park next to KJE and Brickland Road. || Great place for young and old to take a stroll, to cycle around the park, encouraging family gatherings as there are amenities like bbq pits, children playgrounds,",4,0,0,0,3,1
Choa Chu Kang,Peng Siang,education,30,4.467,0,1,5,1,10,0,2,0,2,0,0,0,"Our son attended Greenary Childcare Center for both N2 and K1, and we couldn’t be happier with the experience. The teachers were incredibly caring, attentive, and supportive throug... || My both kids study there. The teachers gives special care to each kid. Each kid is considered with special attention and help in improvement of their skills. Thank you so much. || Strongly recommend Greenery childcare centre because the principal and all teachers are very committed and responsible. Though my son has only been there around few months, I can r...",-1,4,10,2,2,0
Choa Chu Kang,Peng Siang,transport,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Choa Chu Kang,Peng Siang,food,10,4.8,0,0,0,0,0,0,0,0,0,0,2,0,"Ordered via grab and the coffee and matcha both were great and nicely prepared. Good taste overall and was nicely presented in a nicely branded bag. || had the iced matcha latte (niko neko ajisai 2.0) with oat milk no sugar - my usual order everywhere, and i use this to judge the quality of matcha. Cafe Toofee’s matcha is one of t... || Got their Iced Vienna Latte, tastes amazing, no wonder it's considered one of their favourites!",0,0,0,0,0,2
Choa Chu Kang,Peng Siang,shopping,14,2.286,0,0,0,0,1,1,0,0,0,0,0,0,"Buy grocery from this branch at Blk 253 Chua Chu Kang Ave 1 and found the price tag is different from the receipt,upon checking with the staff found that the price tag is not updat... || The fish cutting old uncle lost his sense. I told thin slice but got the biggest slices. Will never buy fish from Prime. Fish quality seems about to expire and not at all fresh. Ru... || Cashier auntie need to stop talking and holding up the line. When i wanna change to a diff counter she still got the cheek to tell the auntie in-front that 哦不耐烦了. Aft that ask me i...",0,0,0,0,0,0
Choa Chu Kang,Peng Siang,recreation,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Choa Chu Kang,Peng Siang,nature,20,4.65,22,0,0,2,4,1,0,0,4,0,0,0,"A lovely small rainforest park tucked away in the west that feels surprisingly immersive despite its compact size. The walking trails are well-paved and shaded by tall trees, makin... || It was my first and hope it's not the last visit to this place. I really want to go there again. Really liked the place and enjoyed walking around this place. This would definitely... || Didn't realise there was a quarry in the park, took a long walk in nature and found many wonderful things! Was caught by a sudden downpour, appreciated the thick trees around the a...",22,-2,3,0,4,0
Choa Chu Kang,Teck Whye,education,16,4.75,0,0,0,0,2,0,2,0,0,0,0,0,"We enrolled our son at Heartyland Infant Care (Teck Whye) when he was just 3 months old. Being a Dragon year baby, it was highly competitive to find infant care and we’re so gratef... || This is pertaining to Heartyland Childcare at Mayspring Condo. The principal Mrs Lee is very money minded and refused to return the deposit of 150 dollars we paid after we decided ... || The best IFC a parent & child could ever ask for! My LO is always looking forward to go to school every single day. If you expect perfection, I'd suggest you take care of your chil...",0,0,2,2,0,0
Choa Chu Kang,Teck Whye,transport,11,4.182,0,0,0,2,2,0,0,0,4,0,0,0,"Opened on 6 November 1999 as part of the Bukit Panjang LRT line operated by SMRT Trains, this LRT station is located at Choa Chu Kang Way near the junction with Choa Chu Kang Road ... || Nearest LRT station to Institute of Technical Education College West and the popular Phoenix Heights Playground Bukit Batok Park and walking distance to Bukit Batok Town Park with ... || Nothing to rate, a LRT stop with a convenience store manned by an elderly lady selling tidbits and drinks. 30m away the nearest block to the station there is a mama shop that sells...",0,-2,2,0,4,0
Choa Chu Kang,Teck Whye,food,25,3.8,1,0,0,3,0,0,0,0,1,0,1,2,"The best neighbourhood and plenty of coffeshops to choose from, unfortunately, very limited seating capacity during the peak hours. Value for money on food selection. || Love coming here in the morning after 8 am. for the Nam Kee "" Mee Hoon Kueh."" The vegetarian bee hoon at B1 with curry is also delicious. Starbucks is always quiet here. Nice to ju... || Classic old school ""shopping mall"". Like back to the past. Unfortunately for now still packed with residents though it's Covid period. Otherwise love this place .... Only thing ......",1,-3,0,0,1,-1
Choa Chu Kang,Teck Whye,shopping,21,3.0,0,0,0,1,1,0,0,0,1,0,0,0,"A sufficiently-stocked supermarket for your daily needs within the old Teck Whye housing estate. Staff is friendly and for drivers, parking is very convenient with the surface car ... || Nice & quite to go shop there. Many items to choose. Thanka Sheng Siong. || Good to shop when hv promotions offer",0,-1,1,0,1,0
Choa Chu Kang,Teck Whye,recreation,11,4.182,1,1,0,0,1,0,0,0,0,0,0,0,"Great service from the gym staff! Very friendly, approachable and always willing to help. Made me feel comfortable and welcomed. They were professional, attentive and patient in an... || Inconsiderate gym user that just disregard the cleanliness for a shared facility and the rack is so close to the window, which leaves little space for manoeuvre after placing the s... || Had a pleasant time here with the staff during my sign up! The staff was very friendly and helpful with signing me up, there was many goodies like tshirt, shoe bag and a shaker bot...",0,0,1,0,0,0
Choa Chu Kang,Teck Whye,nature,16,4.562,6,0,0,1,0,0,0,0,3,0,0,0,"Hindhede Nature Park is one of Singapore’s hidden gems for anyone looking to enjoy nature without committing to a long or strenuous hike. Despite its relatively small size, the par... || It seems this is my favourite spot to hike and train myself for my next climb. The trail is like super easy so I do many repetitions. The place is nice. Plenty of wild snakes and m... || Nice and peaceful park with an easy walking trail. Great for a short stroll, and the quarry view is really nice.",6,-1,0,0,3,0
Choa Chu Kang,Yew Tee,education,7,5.0,1,0,0,0,0,0,3,0,0,0,0,0,"Children celebrating the National Day while parents and guardians looked on || Greenfield Montessori has been a wonderful school for all my children. My first child transitioned to P1 smoothly and did not struggle with the change. My K2 boy is doing very well... || We had a wonderful experience with Greenfield Montessori, and I’m truly grateful for the strong foundation it gave my son. He genuinely enjoyed the lessons and was always excited t...",1,0,0,3,0,0
Choa Chu Kang,Yew Tee,transport,14,4.429,0,0,0,0,3,0,0,0,2,0,0,0,"MRT with connections! Next to neighborhood Heartland malls like Yew Tee Point with great views and local International delights banking shopping dinning supermarkets cinemas entert... || It is the nearest station from my home. Buses come to this station are 302,307 and 979. It is on the Red line with Choa Chu Kang on one side and Kranji on the other. It has many am... || air conditioner is not very cool . Nature air reduce the hot.",0,0,3,0,2,0
Choa Chu Kang,Yew Tee,food,20,3.4,1,0,1,4,3,1,0,0,4,0,1,1,"Kopitiam Corner is located just outside Yew Tee MRT, second story. Accessible by the slimmest escalator in Singapore, stair, or elevator at the end. The food court itself has a mod... || there's a new stall, seems like its opened by the famous indian zi char chef from bedok, blacky seafood? blecky seafood? tried the bbq squid rice, its not bad. sauce is okay but gu... || Worker putting fingers into the cups to transfer cups to coffee counter. Yes worker was wearing gloves but his hands were touching many areas. This transfer was also done Infront o...",1,-3,2,0,4,0
Choa Chu Kang,Yew Tee,shopping,25,3.24,1,0,2,2,6,0,0,0,3,0,1,0,"Yew Tee Point is located outside the Yew Tee MRT Station. It's very easy to miss because of the ongoing renovation that is happening in the middle of the square. Unlike the square,... || First time here and will be the last. The security is so rude and stucked up. There is no motorcycle lots at this mall. The security guard shouted ""Hello! No parking here"". When as... || Fire alarm went off but security do not allow people to take the escalator and leave the basement level. This is highly unusual as it could be an actual fire.",1,0,6,0,3,1
Choa Chu Kang,Yew Tee,recreation,20,4.9,0,0,1,5,9,0,0,0,5,0,1,0,"I love working out at this 24/7 Fitness outlet, and it’s entirely down to the incredible team here. From the manager to the trainers, everyone is exceptionally dedicated, knowledge... || Excellent gym with great convenience and facilities. The location is very convenient, just about a 30-second walk from the MRT, and it is open 24/7, which makes it easy to fit work... || Fitness First Yew Tee is clean, well maintained, and has a good range of equipment. The staff and trainers are friendly, helpful, and create a positive training environment. It can...",0,-4,9,0,5,1
Choa Chu Kang,Yew Tee,nature,9,4.889,0,0,0,0,0,0,0,0,0,0,0,0,"The children’s playgrounds and waterplay features, a thematic “Sampan Plaza”, a treehouse playground, a street soccer court, and an event lawn called the “Kampung Pavilion” will be... || Very exiting and lovable place, especially for children, and I believe adults too. Fun water theme play area. Good use of land below the MRT Lines. || Changed from a boring walkway to a place everyone can play and bomb with, and also it is free for all.",0,0,0,0,0,0
