planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Woodlands,North Coast,education,10,4.6,1,1,0,0,1,0,0,0,2,0,0,0,"I visited Playfacto Woods Square last year and met Ms Celine and Ms Wind. I love how cosy the centre feels and how amicable the ladies were. I placed my boy in for adhoc care. On h... || I recently had the pleasure of visiting this beautiful center managed by a friendly and cheerful family. From the moment I arrived, I was greeted with warm smiles and a genuine sen... || Had a very pleasant experience at the PlayFacto Open House @ Woodsquare this morning. Ms Celine and her team of teachers have been very welcoming and shared comprehensively on the ...",0,0,1,0,2,0
Woodlands,North Coast,transport,10,4.5,0,0,2,2,3,0,0,0,4,0,0,0,"WORST MRT STATION EVER . - Congested at the tap out ++++ - There is shuttle bus to SSDC but NO SIGNAGE AT ALL -MRT staff gave wrong instructions. Eg : shuttle bus to SSDC at opposi... || Admiralty MRT (NS10) is an elevated station on Singapore's North-South Line (NSL) in the heart of Woodlands, known for its seamless integration with Kampung Admiralty, an innovativ... || One of the older stations in NSL. Simple, straightforward, elevator and escalator accesses, and connect directly to Admiralty Place. Not exactly a mall, but a consolidation of many...",0,0,3,0,4,0
Woodlands,North Coast,food,10,4.7,1,0,0,1,1,0,0,0,0,0,1,0,"7 Feb 2026 2pm Unexpected detour that we met this halal gem. Delicious food n good vibes. Chicken salad is tender n seasoned well. Mash potato on point. Pasta with right amount of ... || I was very happy with my experience here. I was shocked to see so much reviews for this restaurant,but when the food arrived, I understood why the review was so high. The food was ... || The generous portions here really stood out to me. Even the House Salad came with a really huge grilled chicken thigh. Tried the Thai Green Curry Seafood Pasta which was packed wit...",1,-1,1,0,0,1
Woodlands,North Coast,shopping,10,4.7,0,0,0,4,1,0,0,0,3,0,0,0,"My first visit to this authentic korean BBQ resturant to celebrate Mother's Day on 02 May 2026 in advance.The ambience is cozy and the Manager Mdm Marie is approachable and patient... || A very beautiful mall in the west side.mall is within mrt station.many foods to eat:fast foods,snacks, kopitiam food court, shopping here is also good.there r many shops here such ... || Had a really pleasant dining experience at 店小二. The food was delicious, well-seasoned, and served in generous portions. Every dish tasted fresh and flavorful. The staff were friend...",0,-4,1,0,3,0
Woodlands,North Coast,recreation,10,3.7,0,0,0,1,0,0,1,0,0,1,0,0,"Did not personally visit the gym but wanted to give my sincerest thanks to their wonderful staff Adelin and Fariz (apologies if I misspelled your names), who helped my father durin... || Big field with alot of activities that I can do there, the gym is usually packed and it is right beside a swimming pool so I can cool off after a gym session. However, the distance... || Nov 2021 update: just renovated. Feel much larger than before. Only 1 toilet inside the gym, and 2 changing room though. Looks more modern.",0,-1,0,1,-1,0
Woodlands,North Coast,nature,10,4.4,5,0,1,3,4,0,0,0,0,0,0,0,"A large park not far from the Republic Polytechnic and the upcoming new RTS terminus of Woodlands North. It's also the gateway to Woodlands Waterfront Jetty and its seafood restaur... || Came here 7 years ago when it was new, and the place was nice and new. Kids had a lot of fun there. 7 years later, the place is so fun down, and most of the slides are closed for r... || A decent-sized park in the north, around Woodland neighborhood. What I like about this park is the feel. Going inside into it, it takes me out of the urban space where I can usuall...",5,-2,4,0,0,0
Woodlands,Senoko West,education,10,4.3,4,1,1,0,1,0,1,0,4,0,0,0,"Nice and quiet. Library staff are helpful. But mobile data signal by Simba ( 1 bar inside, 2 -3 bars outside. not sure about the others) is really poor. Couldn't even login to ""che... || Queenstown library is a heritage building, rich in its own history. Spacious with two levels, kids area is on the first floor. The second floor for adults is really quiet with nice... || building's exterior may look unassuming or even a lil spooky but the inside is really cozy and homely! lovely space, limited tables but plenty of seats if you really want a table, ...",3,1,1,1,4,0
Woodlands,Senoko West,transport,10,3.9,1,0,1,3,3,0,0,0,6,0,0,0,"I alighted at this bus interchange (the newer one as opposed to the older ""Temporary"" one) getting off Bus number 961 from Hillview where I live. I arrived here to visit Causeway P... || The bus driver seemed half asleep; he was driving incredibly slowly. A bus is meant to get people to their destination quickly, not to make them late! This is terrible! Does he not... || so much space, which is good. my only complaint is the main passenger alighting area .. where it can be quite a distance to walk all the way towards the direction of the MRT Statio...",1,-2,3,0,6,0
Woodlands,Senoko West,food,10,4.8,1,3,0,5,1,0,0,0,0,0,2,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-5,1,0,0,2
Woodlands,Senoko West,shopping,10,4.6,0,0,1,3,1,0,0,0,2,0,0,0,"My first visit to this authentic korean BBQ resturant to celebrate Mother's Day on 02 May 2026 in advance.The ambience is cozy and the Manager Mdm Marie is approachable and patient... || A very beautiful mall in the west side.mall is within mrt station.many foods to eat:fast foods,snacks, kopitiam food court, shopping here is also good.there r many shops here such ... || Had a really pleasant dining experience at 店小二. The food was delicious, well-seasoned, and served in generous portions. Every dish tasted fresh and flavorful. The staff were friend...",0,-2,1,0,2,0
Woodlands,Senoko West,recreation,10,3.8,0,0,0,2,0,0,1,0,0,1,0,0,"Usually go there for table tennis. Only Table 2, 3 and 4 are good for match play. Other tables have smaller spacing and suitable only for training. || ⭐️⭐️⭐️⭐️⭐️ Jurong West Swimming Complex — Hidden Gem Alert Best Sunday experience, hands down. Not crazy crowded, which is a rare win in Singapore. The lap pool is bliss—can actual... || The Jurong West ActiveSG was very Beautiful specially when it is Night time... It is very helpful for people of all ages specially the Older & Kids to do various kinds of Workout &...",0,-2,0,1,-1,0
Woodlands,Senoko West,nature,10,4.9,10,0,2,3,1,0,0,0,0,0,0,0,"I visited here for a morning walk. The park is quite large, so you'll definitely work up a sweat walking around. I highly recommend bringing a water bottle. It's full of nature, an... || Relaxing spot, perfect for a nature retreat while in the city. A lot less crowded than you'd expect, considering it's central spot. It's a collection of spots really, rather than a... || This is a quiet green park in Singapore. Looks like an old park with lot of greenery. It's clam, quiet and with lot of shade its ideal for a relaxing time. The famous Fort canning ...",10,-1,1,0,0,0
Woodlands,Woodgrove,education,10,4.6,1,1,0,0,1,0,0,0,2,0,0,0,"I visited Playfacto Woods Square last year and met Ms Celine and Ms Wind. I love how cosy the centre feels and how amicable the ladies were. I placed my boy in for adhoc care. On h... || I recently had the pleasure of visiting this beautiful center managed by a friendly and cheerful family. From the moment I arrived, I was greeted with warm smiles and a genuine sen... || Had a very pleasant experience at the PlayFacto Open House @ Woodsquare this morning. Ms Celine and her team of teachers have been very welcoming and shared comprehensively on the ...",0,0,1,0,2,0
Woodlands,Woodgrove,transport,10,4.4,0,0,3,3,5,0,0,0,4,0,0,0,"This MRT Station sees a tremendous amount of passengers as it's the closest MRT Station to the Causeway linking Singapore and Malaysia via Johor Bahru. It's also just next to the v... || This is the station I come to whenever I want to go to Marine Parade from CCK. It's takes a bit longer but I love and enjoy the journey. And there is always seat. The walk from Woo... || Woodlands MRT Station, located in Singapore’s northern region, is a major transport hub that became even more accessible with the opening of the Thomson-East Coast Line. Visiting t...",0,0,5,0,4,0
Woodlands,Woodgrove,food,10,4.8,1,3,0,5,1,0,0,0,0,0,2,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-5,1,0,0,2
Woodlands,Woodgrove,shopping,10,4.7,0,0,0,4,1,0,0,0,3,0,0,0,"My first visit to this authentic korean BBQ resturant to celebrate Mother's Day on 02 May 2026 in advance.The ambience is cozy and the Manager Mdm Marie is approachable and patient... || A very beautiful mall in the west side.mall is within mrt station.many foods to eat:fast foods,snacks, kopitiam food court, shopping here is also good.there r many shops here such ... || Had a really pleasant dining experience at 店小二. The food was delicious, well-seasoned, and served in generous portions. Every dish tasted fresh and flavorful. The staff were friend...",0,-4,1,0,3,0
Woodlands,Woodgrove,recreation,10,3.7,0,0,0,1,0,0,1,0,0,1,0,0,"Did not personally visit the gym but wanted to give my sincerest thanks to their wonderful staff Adelin and Fariz (apologies if I misspelled your names), who helped my father durin... || Big field with alot of activities that I can do there, the gym is usually packed and it is right beside a swimming pool so I can cool off after a gym session. However, the distance... || Nov 2021 update: just renovated. Feel much larger than before. Only 1 toilet inside the gym, and 2 changing room though. Looks more modern.",0,-1,0,1,-1,0
Woodlands,Woodgrove,nature,10,4.4,5,0,1,3,4,0,0,0,0,0,0,0,"A large park not far from the Republic Polytechnic and the upcoming new RTS terminus of Woodlands North. It's also the gateway to Woodlands Waterfront Jetty and its seafood restaur... || Came here 7 years ago when it was new, and the place was nice and new. Kids had a lot of fun there. 7 years later, the place is so fun down, and most of the slides are closed for r... || A decent-sized park in the north, around Woodland neighborhood. What I like about this park is the feel. Going inside into it, it takes me out of the urban space where I can usuall...",5,-2,4,0,0,0
Woodlands,Woodlands East,education,10,4.6,1,1,0,0,1,0,0,0,2,0,0,0,"I visited Playfacto Woods Square last year and met Ms Celine and Ms Wind. I love how cosy the centre feels and how amicable the ladies were. I placed my boy in for adhoc care. On h... || I recently had the pleasure of visiting this beautiful center managed by a friendly and cheerful family. From the moment I arrived, I was greeted with warm smiles and a genuine sen... || Had a very pleasant experience at the PlayFacto Open House @ Woodsquare this morning. Ms Celine and her team of teachers have been very welcoming and shared comprehensively on the ...",0,0,1,0,2,0
Woodlands,Woodlands East,transport,10,4.4,0,0,3,3,5,0,0,0,4,0,0,0,"This MRT Station sees a tremendous amount of passengers as it's the closest MRT Station to the Causeway linking Singapore and Malaysia via Johor Bahru. It's also just next to the v... || This is the station I come to whenever I want to go to Marine Parade from CCK. It's takes a bit longer but I love and enjoy the journey. And there is always seat. The walk from Woo... || Woodlands MRT Station, located in Singapore’s northern region, is a major transport hub that became even more accessible with the opening of the Thomson-East Coast Line. Visiting t...",0,0,5,0,4,0
Woodlands,Woodlands East,food,10,4.7,1,0,0,1,1,0,0,0,0,0,1,0,"7 Feb 2026 2pm Unexpected detour that we met this halal gem. Delicious food n good vibes. Chicken salad is tender n seasoned well. Mash potato on point. Pasta with right amount of ... || I was very happy with my experience here. I was shocked to see so much reviews for this restaurant,but when the food arrived, I understood why the review was so high. The food was ... || The generous portions here really stood out to me. Even the House Salad came with a really huge grilled chicken thigh. Tried the Thai Green Curry Seafood Pasta which was packed wit...",1,-1,1,0,0,1
Woodlands,Woodlands East,shopping,10,4.1,0,0,0,3,0,0,0,0,4,0,0,0,"Dear Management Team, I am writing to share a truly exceptional experience I recently had at your store. While shopping for meat at GIANT Food, I was warmly welcomed by an outstand... || Worst hypermarket experience. Only three checkout counters were open on a Saturday night, which naturally led to long queues. We waited about 40 minutes just to check out. If the s... || This is one of the best mega warehouses in Singapore to shop on the East side as it carries many brands of food, household n electrical items . The layout is good where one can sho...",0,-3,0,0,4,0
Woodlands,Woodlands East,recreation,10,3.7,0,0,0,1,0,0,1,0,0,1,0,0,"Came here for a toastmasters meeting. Great facilities and ambiance. It looks like an engaging and well operated community Center. || Thank you Veronica for helping me to settle the Singpass matters. Also Karen too for your help re the SG seniors vouchers. These are 2 beautiful, kind n patient souls! || Has a sheltered basketball court that is used for everything except basketball. Ring is missing on one side of the court. Had so much potential as one of the only few sheltered bas...",0,-1,0,1,-1,0
Woodlands,Woodlands East,nature,10,4.4,5,0,1,3,4,0,0,0,0,0,0,0,"A large park not far from the Republic Polytechnic and the upcoming new RTS terminus of Woodlands North. It's also the gateway to Woodlands Waterfront Jetty and its seafood restaur... || Came here 7 years ago when it was new, and the place was nice and new. Kids had a lot of fun there. 7 years later, the place is so fun down, and most of the slides are closed for r... || A decent-sized park in the north, around Woodland neighborhood. What I like about this park is the feel. Going inside into it, it takes me out of the urban space where I can usuall...",5,-2,4,0,0,0
Woodlands,Woodlands Regional Centre,education,10,4.6,1,1,0,0,1,0,0,0,2,0,0,0,"I visited Playfacto Woods Square last year and met Ms Celine and Ms Wind. I love how cosy the centre feels and how amicable the ladies were. I placed my boy in for adhoc care. On h... || I recently had the pleasure of visiting this beautiful center managed by a friendly and cheerful family. From the moment I arrived, I was greeted with warm smiles and a genuine sen... || Had a very pleasant experience at the PlayFacto Open House @ Woodsquare this morning. Ms Celine and her team of teachers have been very welcoming and shared comprehensively on the ...",0,0,1,0,2,0
Woodlands,Woodlands Regional Centre,transport,10,4.4,0,0,3,3,5,0,0,0,4,0,0,0,"This MRT Station sees a tremendous amount of passengers as it's the closest MRT Station to the Causeway linking Singapore and Malaysia via Johor Bahru. It's also just next to the v... || This is the station I come to whenever I want to go to Marine Parade from CCK. It's takes a bit longer but I love and enjoy the journey. And there is always seat. The walk from Woo... || Woodlands MRT Station, located in Singapore’s northern region, is a major transport hub that became even more accessible with the opening of the Thomson-East Coast Line. Visiting t...",0,0,5,0,4,0
Woodlands,Woodlands Regional Centre,food,10,4.7,1,0,0,1,1,0,0,0,0,0,1,0,"7 Feb 2026 2pm Unexpected detour that we met this halal gem. Delicious food n good vibes. Chicken salad is tender n seasoned well. Mash potato on point. Pasta with right amount of ... || I was very happy with my experience here. I was shocked to see so much reviews for this restaurant,but when the food arrived, I understood why the review was so high. The food was ... || The generous portions here really stood out to me. Even the House Salad came with a really huge grilled chicken thigh. Tried the Thai Green Curry Seafood Pasta which was packed wit...",1,-1,1,0,0,1
Woodlands,Woodlands Regional Centre,shopping,10,4.4,0,0,0,1,0,0,0,0,3,0,0,0,"We enjoyed Pepper Soup 補湯, Signature Pork Trotters with Ginger 招牌猪脚腊, Bak Kut Teh & Rice😋👍, at Sembawang Shopping Centre #Basement 1, Kopitiam Food Hall, located 604, Sembawang Roa... || Very nice neighbourhood mall. Dont boost a wide variety of stores but good enough. Good food choices and boost ntuc finest. || Fairly small-med size mall. Basement ntuc food court is quite nice although on a slightly pricier side. Also have indoor bouldering. Used to come here almost daily for anytime fitn...",0,-1,0,0,3,0
Woodlands,Woodlands Regional Centre,recreation,10,4.2,0,0,0,1,0,1,1,0,0,1,1,0,"I went up to the 6th floor on a Friday night to check out the observatory. For a small fee, you get to use a powerful telescope that gives you really clear views of the moon and st... || There is a digital class here every Tuesdays and Thursdays 10am-1pm at level 2. But honesty this place is quite humid.. Only if there's air conditioning for the whole building || Visited the place yesterday for my community Sharing session and everyone was welcoming and friendly!",0,-1,-1,1,-1,1
Woodlands,Woodlands Regional Centre,nature,10,4.8,13,0,1,3,1,0,0,0,0,0,0,0,"Woodlands Waterfront Park is a relaxing and scenic park located in the northern part of Singapore. It faces the Straits of Johor, so visitors can actually see Malaysia across the w... || This seaside park has an interesting history. The jetty, which is the centerpiece of the park, was a mooring location for the Malayan/Malaysian Navy when Singapore was still within... || It's a beautiful place we can see Singapore and Malaysia at that same time. When I went it's full rainy and I took photoshoot there. We want to spend peace area I will suggest The ...",13,-2,1,0,0,0
Woodlands,Woodlands South,education,10,4.6,1,1,0,0,1,0,0,0,2,0,0,0,"I visited Playfacto Woods Square last year and met Ms Celine and Ms Wind. I love how cosy the centre feels and how amicable the ladies were. I placed my boy in for adhoc care. On h... || I recently had the pleasure of visiting this beautiful center managed by a friendly and cheerful family. From the moment I arrived, I was greeted with warm smiles and a genuine sen... || Had a very pleasant experience at the PlayFacto Open House @ Woodsquare this morning. Ms Celine and her team of teachers have been very welcoming and shared comprehensively on the ...",0,0,1,0,2,0
Woodlands,Woodlands South,transport,10,4.4,0,0,3,3,5,0,0,0,4,0,0,0,"This MRT Station sees a tremendous amount of passengers as it's the closest MRT Station to the Causeway linking Singapore and Malaysia via Johor Bahru. It's also just next to the v... || This is the station I come to whenever I want to go to Marine Parade from CCK. It's takes a bit longer but I love and enjoy the journey. And there is always seat. The walk from Woo... || Woodlands MRT Station, located in Singapore’s northern region, is a major transport hub that became even more accessible with the opening of the Thomson-East Coast Line. Visiting t...",0,0,5,0,4,0
Woodlands,Woodlands South,food,10,4.7,1,0,0,1,1,0,0,0,0,0,1,0,"7 Feb 2026 2pm Unexpected detour that we met this halal gem. Delicious food n good vibes. Chicken salad is tender n seasoned well. Mash potato on point. Pasta with right amount of ... || I was very happy with my experience here. I was shocked to see so much reviews for this restaurant,but when the food arrived, I understood why the review was so high. The food was ... || The generous portions here really stood out to me. Even the House Salad came with a really huge grilled chicken thigh. Tried the Thai Green Curry Seafood Pasta which was packed wit...",1,-1,1,0,0,1
Woodlands,Woodlands South,shopping,10,4.8,0,0,0,1,0,0,0,0,6,0,0,1,"Refurbished recently. Some nice deco outside but not much has changed. The net playground is still there, which is a good thing and a unique attraction to this mall. || 🟠 City Square Mall 180 Kitchener Road Singapore 208539 🟣 Location = 🟣 the mall is located at the junction of Serangoon Road and Kitchener Road. 🟣 It is directly connected to the Fa... || If you are around Little India area, City Square Mall is actually a pretty nice place to chill and makan. It's just a short walk from Mustafa Centre and the mall has a good mix of ...",0,-1,0,0,6,-1
Woodlands,Woodlands South,recreation,10,4.2,0,0,0,1,0,1,1,0,0,1,1,0,"I went up to the 6th floor on a Friday night to check out the observatory. For a small fee, you get to use a powerful telescope that gives you really clear views of the moon and st... || There is a digital class here every Tuesdays and Thursdays 10am-1pm at level 2. But honesty this place is quite humid.. Only if there's air conditioning for the whole building || Visited the place yesterday for my community Sharing session and everyone was welcoming and friendly!",0,-1,-1,1,-1,1
Woodlands,Woodlands South,nature,10,4.4,5,0,1,3,4,0,0,0,0,0,0,0,"A large park not far from the Republic Polytechnic and the upcoming new RTS terminus of Woodlands North. It's also the gateway to Woodlands Waterfront Jetty and its seafood restaur... || Came here 7 years ago when it was new, and the place was nice and new. Kids had a lot of fun there. 7 years later, the place is so fun down, and most of the slides are closed for r... || A decent-sized park in the north, around Woodland neighborhood. What I like about this park is the feel. Going inside into it, it takes me out of the urban space where I can usuall...",5,-2,4,0,0,0
Woodlands,Woodlands West,education,10,4.6,1,1,0,0,1,0,0,0,2,0,0,0,"I visited Playfacto Woods Square last year and met Ms Celine and Ms Wind. I love how cosy the centre feels and how amicable the ladies were. I placed my boy in for adhoc care. On h... || I recently had the pleasure of visiting this beautiful center managed by a friendly and cheerful family. From the moment I arrived, I was greeted with warm smiles and a genuine sen... || Had a very pleasant experience at the PlayFacto Open House @ Woodsquare this morning. Ms Celine and her team of teachers have been very welcoming and shared comprehensively on the ...",0,0,1,0,2,0
Woodlands,Woodlands West,transport,10,4.5,0,0,2,2,3,0,0,0,4,0,0,0,"WORST MRT STATION EVER . - Congested at the tap out ++++ - There is shuttle bus to SSDC but NO SIGNAGE AT ALL -MRT staff gave wrong instructions. Eg : shuttle bus to SSDC at opposi... || Admiralty MRT (NS10) is an elevated station on Singapore's North-South Line (NSL) in the heart of Woodlands, known for its seamless integration with Kampung Admiralty, an innovativ... || One of the older stations in NSL. Simple, straightforward, elevator and escalator accesses, and connect directly to Admiralty Place. Not exactly a mall, but a consolidation of many...",0,0,3,0,4,0
Woodlands,Woodlands West,food,10,4.7,1,0,0,1,1,0,0,0,0,0,1,0,"7 Feb 2026 2pm Unexpected detour that we met this halal gem. Delicious food n good vibes. Chicken salad is tender n seasoned well. Mash potato on point. Pasta with right amount of ... || I was very happy with my experience here. I was shocked to see so much reviews for this restaurant,but when the food arrived, I understood why the review was so high. The food was ... || The generous portions here really stood out to me. Even the House Salad came with a really huge grilled chicken thigh. Tried the Thai Green Curry Seafood Pasta which was packed wit...",1,-1,1,0,0,1
Woodlands,Woodlands West,shopping,10,4.0,1,0,0,1,1,0,0,0,3,0,0,0,"888 Plaza was a genuine surprise for me. On the surface it looks like a quiet neighbourhood mall, but step inside and it quietly flexes. You have everything here. DIY shops, fast f... || I have been coming here to eat for years at all times of the day including bright and early and late at night and it has never failed to please! There's a huge variety of different... || The management ALLOWS walkway to park bicycles all over the place. Every time I walk past always see such views…. What a NICE scenery… Updated: Pass by on 21 March 2025 11am Same b...",1,-1,1,0,3,0
Woodlands,Woodlands West,recreation,10,3.7,0,0,0,1,0,0,1,0,0,1,0,0,"Did not personally visit the gym but wanted to give my sincerest thanks to their wonderful staff Adelin and Fariz (apologies if I misspelled your names), who helped my father durin... || Big field with alot of activities that I can do there, the gym is usually packed and it is right beside a swimming pool so I can cool off after a gym session. However, the distance... || Nov 2021 update: just renovated. Feel much larger than before. Only 1 toilet inside the gym, and 2 changing room though. Looks more modern.",0,-1,0,1,-1,0
Woodlands,Woodlands West,nature,10,4.4,5,0,1,3,4,0,0,0,0,0,0,0,"A large park not far from the Republic Polytechnic and the upcoming new RTS terminus of Woodlands North. It's also the gateway to Woodlands Waterfront Jetty and its seafood restaur... || Came here 7 years ago when it was new, and the place was nice and new. Kids had a lot of fun there. 7 years later, the place is so fun down, and most of the slides are closed for r... || A decent-sized park in the north, around Woodland neighborhood. What I like about this park is the feel. Going inside into it, it takes me out of the urban space where I can usuall...",5,-2,4,0,0,0
